Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,08/21/2017,"SQ *SION DANESHRAD New Orleans LA            08/21",-15.42,DEBIT_CARD,548.89,,
DEBIT,08/21/2017,"CANSECO'S ESPLA NEW ORLEANS LA               08/21",-4.37,DEBIT_CARD,564.31,,
DEBIT,08/21/2017,"GOOGLE *Tinder g.co/helppay# CA              08/21",-4.25,DEBIT_CARD,568.68,,
DEBIT,08/21/2017,"GOOGLE *Tinder g.co/helppay# CA              08/21",-4.25,DEBIT_CARD,572.93,,
DEBIT,08/21/2017,"PLAYSTATION NETWORK 800-345-7669 CA          08/20",-10.80,DEBIT_CARD,577.18,,
DEBIT,08/21/2017,"MANDINAS INC NEW ORLEANS LA                  08/20",-68.86,DEBIT_CARD,587.98,,
DEBIT,08/21/2017,"CANSECO'S ESPLA NEW ORLEANS LA               08/20",-3.12,DEBIT_CARD,656.84,,
DEBIT,08/21/2017,"SPRINT *WIRELESS 800-639-6111 KS             08/21",-139.12,DEBIT_CARD,659.96,,
DEBIT,08/21/2017,"NOLA POBOYS 504-522-2639 LA                  08/20",-20.35,DEBIT_CARD,799.08,,
DEBIT,08/21/2017,"MY BAR AT 635 NEW ORLEANS LA                 08/19",-12.50,DEBIT_CARD,819.43,,
DEBIT,08/21/2017,"SAINTS & SINNERS LLC NEW ORLEANS LA          08/20",-8.50,DEBIT_CARD,831.93,,
DEBIT,08/21/2017,"BEERFEST NEW ORLEANS LA                      08/19",-13.67,DEBIT_CARD,840.43,,
DEBIT,08/21/2017,"PAT OBRIENS PATIO BAR NEW ORLEANS LA         08/20",-30.00,DEBIT_CARD,854.10,,
DEBIT,08/21/2017,"CAFE DEGAS NEW ORLEANS LA                    08/19",-62.09,DEBIT_CARD,884.10,,
DEBIT,08/21/2017,"UBER   *TIP UXYFV 800-592-8996 CA            08/19",-4.00,DEBIT_CARD,946.19,,
DEBIT,08/21/2017,"UBER   *US AUG19 UXYF 800-592-8996 CA        08/19",-10.28,DEBIT_CARD,950.19,,
DEBIT,08/21/2017,"BLIND PELICAN NEW ORLEANS LA                 08/19",-29.86,DEBIT_CARD,960.47,,
DEBIT,08/21/2017,"MCDONALD'S F10675 SAN ANTONIO TX             08/19",-6.50,DEBIT_CARD,990.33,,
DEBIT,08/21/2017,"CANSECO'S ESPLA NEW ORLEANS LA               08/19",-6.77,DEBIT_CARD,996.83,,
DEBIT,08/21/2017,"NON-CHASE ATM WITHDRAW               061863  08/1956 DRYFOU",-42.75,ATM,1003.60,,
DEBIT,08/21/2017,"GOOGLE *Tinder g.co/helppay# CA              08/19",-4.25,DEBIT_CARD,1046.35,,
DEBIT,08/21/2017,"UBER   *TIP O67NG 800-592-8996 CA            08/18",-2.00,DEBIT_CARD,1050.60,,
DEBIT,08/21/2017,"UBER   *US AUG18 O67N 800-592-8996 CA        08/18",-7.49,DEBIT_CARD,1052.60,,
DEBIT,08/21/2017,"SQ *FRENCH MARKET JERKY Mandeville LA        08/18",-10.00,DEBIT_CARD,1060.09,,
DEBIT,08/21/2017,"JUSTRIDE NORTA 646-836-9165 NY               08/18",-9.50,DEBIT_CARD,1070.09,,
DEBIT,08/21/2017,"BON DU MONDE SAN ANTONIO TX                  08/18",-4.40,DEBIT_CARD,1079.59,,
DEBIT,08/21/2017,"UBER   *TIP CNXAU 800-592-8996 CA            08/18",-2.00,DEBIT_CARD,1083.99,,
DEBIT,08/21/2017,"UBER   *US AUG18 CNXA 800-592-8996 CA        08/18",-10.75,DEBIT_CARD,1085.99,,
DEBIT,08/21/2017,"UNITED      016260295 800-932-2732 TX        08/17",-25.00,DEBIT_CARD,1096.74,,
CREDIT,08/21/2017,"Chase QuickPay Electronic Transfer 6458731339 from BETHANY A JONES",27.00,QUICKPAY_CREDIT,1121.74,,
CREDIT,08/21/2017,"Chase QuickPay Electronic Transfer 6456097525 from BETHANY A JONES",31.00,QUICKPAY_CREDIT,1094.74,,
CREDIT,08/21/2017,"Chase QuickPay Electronic Transfer 6456971266 from BETHANY A JONES",35.00,QUICKPAY_CREDIT,1063.74,,
DEBIT,08/18/2017,"CANSECO'S ESPLA NEW ORLEANS LA               08/18",-35.51,DEBIT_CARD,1028.74,,
DEBIT,08/18/2017,"SHELL Service Station KENNER LA      922837  08/18",-2.84,DEBIT_CARD,1064.25,,
DEBIT,08/18/2017,"5GUYS 0405 QSR SAN ANTONIO TX                08/17",-14.27,DEBIT_CARD,1067.09,,
DEBIT,08/18/2017,"MENCHIES 489 THE RIM SAN ANTONIO TX          08/16",-6.65,DEBIT_CARD,1081.36,,
DEBIT,08/17/2017,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-10.83,ACH_DEBIT,1088.01,,
DEBIT,08/17/2017,"SPEEDY CASH 888-3331360 KS                   08/15",-22.00,DEBIT_CARD,1098.84,,
DEBIT,08/17/2017,"7-ELEVEN 36635 SAN ANTONIO TX        033787  08/17",-20.10,DEBIT_CARD,1120.84,,
DEBIT,08/17/2017,"SHELL Service Station SAN ANTONIO TX 857714  08/17",-9.37,DEBIT_CARD,1140.94,,
DEBIT,08/17/2017,"ANCHOR BAR - SAN A SAN ANTONIO TX            08/16",-31.00,DEBIT_CARD,1150.31,,
DEBIT,08/17/2017,"JAMRA CAFE SAN ANTONIO TX                    08/16",-28.84,DEBIT_CARD,1181.31,,
DEBIT,08/17/2017,"MCDONALD'S F10675 SAN ANTONIO TX             08/15",-6.50,DEBIT_CARD,1210.15,,
DEBIT,08/16/2017,"Wal-Mart Super Center SAN ANTONIO TX         08/16",-46.19,DEBIT_CARD,1216.65,,
DEBIT,08/16/2017,"CENTRAL MARKET SAN ANTONIO TX                08/16",-10.17,DEBIT_CARD,1262.84,,
DEBIT,08/16/2017,"SQ *LOCAL COFFEE Alamo Heights TX            08/16",-9.85,DEBIT_CARD,1273.01,,
DEBIT,08/16/2017,"Chase QuickPay Electronic Transfer 6444331510 to Maria Ocampo",-550.00,CHASE_TO_PARTNERFI,1282.86,,
DEBIT,08/16/2017,"POTBELLY #450 SAN ANTONIO TX                 08/15",-11.58,DEBIT_CARD,1832.86,,
DEBIT,08/15/2017,"PHOTOFEELER.COM 877-887-7815 CO              08/13",-9.00,DEBIT_CARD,1844.44,,
DEBIT,08/15/2017,"AmazonPrime Membersh amzn.com/prme WA        08/14",-11.90,DEBIT_CARD,1853.44,,
DEBIT,08/15/2017,"THE UPS STORE #1317 51 SAN ANTONIO TX        08/15",-6.17,DEBIT_CARD,1865.34,,
DEBIT,08/15/2017,"ATM WITHDRAWAL                       003626  08/158014 BAND",-100.00,ATM,1871.51,,
DEBIT,08/15/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   645957  08/15",-1.49,DEBIT_CARD,1971.51,,
DEBIT,08/15/2017,"Chase QuickPay Electronic Transfer 6444313119 to BETHANY",-30.00,QUICKPAY_DEBIT,1973.00,,
DEBIT,08/15/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   429137  08/15",-38.16,DEBIT_CARD,2003.00,,
DEBIT,08/15/2017,"TRANSFER TO SAV XXXXX1797 08/15",-50.00,ACCT_XFER,2041.16,,
DEBIT,08/15/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           08/14",-3.65,DEBIT_CARD,2091.16,,
CREDIT,08/15/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2059.42,ACH_CREDIT,2094.81,,
DEBIT,08/14/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        08/14",-10.28,DEBIT_CARD,35.39,,
DEBIT,08/14/2017,"SHELL Service Station SAN ANTONIO TX 217896  08/14",-8.08,DEBIT_CARD,45.67,,
DEBIT,08/14/2017,"SHELL Service Station CIBOLO TX      071089  08/13",-18.99,DEBIT_CARD,53.75,,
DEBIT,08/14/2017,"Wal-Mart Super Center SAN ANTONIO TX         08/13",-2.51,DEBIT_CARD,72.74,,
DEBIT,08/14/2017,"SUPERCUTS 81600 SAN ANTONIO TX               08/13",-20.00,DEBIT_CARD,75.25,,
DEBIT,08/14/2017,"7-ELEVEN 36635 SAN ANTONIO TX        066933  08/12",-20.01,DEBIT_CARD,95.25,,
DEBIT,08/14/2017,"HEB  #102 SAN ANTONIO TX                     08/12",-4.56,DEBIT_CARD,115.26,,
DEBIT,08/14/2017,"MCDONALD'S F2881 SAN ANTONIO TX              08/12",-16.27,DEBIT_CARD,119.82,,
DEBIT,08/14/2017,"GOOGLE *Bumble g.co/helppay# CA              08/12",-1.99,DEBIT_CARD,136.09,,
DEBIT,08/14/2017,"PLAYSTATION NETWORK 800-345-7669 CA          08/12",-6.47,DEBIT_CARD,138.08,,
DEBIT,08/14/2017,"TORCHYS TACOS - LINCOL SAN ANTONIO TX        08/11",-11.58,DEBIT_CARD,144.55,,
CREDIT,08/14/2017,"Chase QuickPay Electronic Transfer 6438655889 from BETHANY A JONES",30.00,QUICKPAY_CREDIT,156.13,,
CREDIT,08/14/2017,"ATM CASH DEPOSIT 08/12 12503 NW MILITARY HWY SAN ANTONIO TX",85.00,ATM,126.13,,
DEBIT,08/11/2017,"SHELL Service Station SAN ANTONIO TX 073033  08/11",-3.18,DEBIT_CARD,41.13,,
DEBIT,08/11/2017,"PICNIKINS PATIO CAFE SAN ANTONIO TX          08/10",-15.16,DEBIT_CARD,44.31,,
DEBIT,08/10/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   837864  08/10",-5.23,DEBIT_CARD,59.47,,
CREDIT,08/10/2017,"Online Transfer from SAV ...1797 transaction#: 6433434002",25.00,ACCT_XFER,64.70,,
DEBIT,08/09/2017,"GOOGLE *Bumble 855-836-3987 CA               08/09",-7.99,DEBIT_CARD,39.70,,
DEBIT,08/09/2017,"PHOTOFEELER.COM 877-887-7815 CO              08/07",-9.00,DEBIT_CARD,47.69,,
DEBIT,08/09/2017,"SHELL Service Station SAN ANTONIO TX 510500  08/09",-5.38,DEBIT_CARD,56.69,,
DEBIT,08/08/2017,"VONAGE *PRICE+TAXES 866-243-4357 NJ          08/08",-39.97,DEBIT_CARD,62.07,,
DEBIT,08/08/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   028026  08/08",-3.24,DEBIT_CARD,102.04,,
DEBIT,08/08/2017,"UNITED      016235996 800-932-2732 TX        08/07",-201.60,DEBIT_CARD,105.28,,
DEBIT,08/08/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        08/07",-12.18,DEBIT_CARD,306.88,,
CREDIT,08/08/2017,"Online Transfer from SAV ...1797 transaction#: 6427780684",74.92,ACCT_XFER,319.06,,
DEBIT,08/07/2017,"GOOGLE *Tinder 855-836-3987 CA               08/07",-10.65,DEBIT_CARD,244.14,,
DEBIT,08/07/2017,"Spotify USA 646-8375380 NY                   08/06",-16.23,DEBIT_CARD,254.79,,
DEBIT,08/07/2017,"SLING.COM 888-393-6312 CO                    08/04",-21.64,DEBIT_CARD,271.02,,
DEBIT,08/07/2017,"ATM WITHDRAWAL                       009961  08/068014 BAND",-20.00,ATM,292.66,,
DEBIT,08/07/2017,"Chase QuickPay Electronic Transfer 6424370685 to Mama",-120.00,CHASE_TO_PARTNERFI,312.66,,
DEBIT,08/07/2017,"ACADEMY SPORTS #47 SAN ANTONIO TX    316129  08/06",-18.37,DEBIT_CARD,432.66,,
DEBIT,08/07/2017,"DIAMOND SHINE SAN ANTONIO TX                 08/06",-5.00,DEBIT_CARD,451.03,,
DEBIT,08/07/2017,"SHELL Service Station SAN ANTONIO TX 030554  08/06",-31.39,DEBIT_CARD,456.03,,
DEBIT,08/07/2017,"HEB  #102 SAN ANTONIO TX                     08/05",-53.20,DEBIT_CARD,487.42,,
DEBIT,08/07/2017,"MCDONALD'S F2881 SAN ANTONIO TX              08/05",-18.88,DEBIT_CARD,540.62,,
DEBIT,08/07/2017,"PAW*M&M'S SAN ANTONIO TX                     08/03",-8.77,DEBIT_CARD,559.50,,
DEBIT,08/07/2017,"IL FORNO - SAN ANTONIO SAN ANTONIO TX        08/03",-17.32,DEBIT_CARD,568.27,,
DEBIT,08/07/2017,"MON THAI BISTRO SAN ANTONIO TX               08/03",-30.30,DEBIT_CARD,585.59,,
DEBIT,08/04/2017,"Netflix.com netflix.com CA                   08/03",-12.98,DEBIT_CARD,615.89,,
DEBIT,08/03/2017,"CITY PUBLIC SRV  CPS WEBPMT 003003547826    WEB ID: 9746002071",-144.99,ACH_DEBIT,628.87,,
DEBIT,08/03/2017,"Seville/BRE Sevi WEB PMTS   5S5L92          WEB ID: 9000079613",-1100.26,ACH_DEBIT,773.86,,
DEBIT,08/03/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   050908  08/03",-5.37,DEBIT_CARD,1874.12,,
DEBIT,08/03/2017,"SHELL Service Station SAN ANTONIO TX 426827  08/03",-10.77,DEBIT_CARD,1879.49,,
DEBIT,08/03/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           08/02",-16.13,DEBIT_CARD,1890.26,,
DEBIT,08/03/2017,"UPWORKESCROW*MEMBERS 888-8503375 CA          08/01",-10.00,DEBIT_CARD,1906.39,,
DEBIT,08/02/2017,"SPEEDY CASH 888-3331360 KS                   07/31",-22.00,DEBIT_CARD,1916.39,,
DEBIT,08/02/2017,"ARBYS 5310 SAN ANTONIO TX                    08/01",-10.06,DEBIT_CARD,1938.39,,
DEBIT,08/01/2017,"SUBWAY        00607044 SAN ANTONIO TX        07/31",-7.03,DEBIT_CARD,1948.45,,
DEBIT,08/01/2017,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        07/31",-7.95,DEBIT_CARD,1955.48,,
DEBIT,08/01/2017,"MCDONALD'S F20170 SAN ANTONIO TX             07/30",-2.17,DEBIT_CARD,1963.43,,
DEBIT,08/01/2017,"MCDONALD'S F20170 SAN ANTONIO TX             07/30",-17.81,DEBIT_CARD,1965.60,,
DEBIT,07/31/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        07/31",-10.07,DEBIT_CARD,1983.41,,
DEBIT,07/31/2017,"Amazon Video On Dema AMZN.COM/bill WA        07/31",-2.15,DEBIT_CARD,1993.48,,
DEBIT,07/31/2017,"SHELL Service Station SAN ANTONIO TX 261464  07/30",-4.37,DEBIT_CARD,1995.63,,
DEBIT,07/31/2017,"SAM'S Club SAN ANTONIO TX                    07/30",-16.98,DEBIT_CARD,2000.00,,
DEBIT,07/31/2017,"SAM'S Club SAN ANTONIO TX                    07/30",-5.51,DEBIT_CARD,2016.98,,
DEBIT,07/31/2017,"CHEVRON 0309227 SAN ANTONIO TX               07/30",-41.58,DEBIT_CARD,2022.49,,
DEBIT,07/31/2017,"AUTO AIR VACUUM SERVICE PLAINVIEW NY         07/29",-1.50,DEBIT_CARD,2064.07,,
DEBIT,07/31/2017,"AUTO AIR VACUUM SERVICE PLAINVIEW NY         07/29",-1.50,DEBIT_CARD,2065.57,,
DEBIT,07/31/2017,"SHELL Service Station SAN ANTONIO TX 422032  07/29",-4.29,DEBIT_CARD,2067.07,,
DEBIT,07/31/2017,"Wal-Mart Super Center SAN ANTONIO TX         07/29",-47.51,DEBIT_CARD,2071.36,,
DEBIT,07/31/2017,"WHATABURGER 794    Q26 SAN ANTONIO TX        07/29",-7.08,DEBIT_CARD,2118.87,,
DEBIT,07/31/2017,"7-ELEVEN SAN ANTONIO TX                      07/28",-12.06,DEBIT_CARD,2125.95,,
DEBIT,07/31/2017,"REDBOX *DVD RENTAL OAKBROOK TER IL           07/28",-1.62,DEBIT_CARD,2138.01,,
CREDIT,07/31/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2059.42,ACH_CREDIT,2139.63,,
DEBIT,07/28/2017,"TRANSFER TO SAV XXXXX1797 07/28",-50.00,ACCT_XFER,80.21,,
DEBIT,07/28/2017,"CHELAS TACOS SAN ANTONIO TX                  07/27",-12.83,DEBIT_CARD,130.21,,
DEBIT,07/27/2017,"SHELL Service Station SAN ANTONIO TX 005247  07/27",-33.00,DEBIT_CARD,143.04,,
DEBIT,07/27/2017,"CENTRAL MARKET SAN ANTONIO TX                07/27",-16.48,DEBIT_CARD,176.04,,
DEBIT,07/26/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   478132  07/26",-6.95,DEBIT_CARD,192.52,,
DEBIT,07/25/2017,"CENTRAL MARKET SAN ANTONIO TX                07/25",-3.84,DEBIT_CARD,199.47,,
DEBIT,07/25/2017,"SUPERCUTS 81600 SAN ANTONIO TX               07/24",-20.00,DEBIT_CARD,203.31,,
CREDIT,07/25/2017,"ATM CASH DEPOSIT 07/25 12503 NW MILITARY HWY SAN ANTONIO TX",110.00,ATM,223.31,,
DEBIT,07/24/2017,"DNH*GODADDY.COM 480-5058855 AZ               07/23",-10.65,DEBIT_CARD,113.31,,
DEBIT,07/24/2017,"DNH*GODADDY.COM 480-5058855 AZ               07/21",-10.65,DEBIT_CARD,123.96,,
DEBIT,07/24/2017,"GOOGLE *HBO Dig Sv In 855-836-3987 CA        07/23",-16.23,DEBIT_CARD,134.61,,
DEBIT,07/24/2017,"Wal-Mart Super Center SAN ANTONIO TX         07/24",-23.18,DEBIT_CARD,150.84,,
DEBIT,07/24/2017,"HEB  #102 SAN ANTONIO TX                     07/23",-46.93,DEBIT_CARD,174.02,,
DEBIT,07/24/2017,"Wal-Mart Super Center SAN ANTONIO TX         07/23",-37.13,DEBIT_CARD,220.95,,
DEBIT,07/24/2017,"RACEWAY6811 SAN MARCOS TX            836740  07/22",-6.24,DEBIT_CARD,258.08,,
DEBIT,07/24/2017,"SKYDIVE SAN MARCOS FENTRESS TX               07/22",-25.00,DEBIT_CARD,264.32,,
DEBIT,07/24/2017,"SKYDIVE SAN MARCOS FENTRESS TX               07/22",-115.00,DEBIT_CARD,289.32,,
DEBIT,07/24/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            07/22",-4.08,DEBIT_CARD,404.32,,
DEBIT,07/24/2017,"LOS BALITO'S TACO SHO SAN ANTONIO TX         07/21",-10.77,DEBIT_CARD,408.40,,
DEBIT,07/24/2017,"Touchtunes.helpshift TouchTunes.co NY        07/21",-10.00,DEBIT_CARD,419.17,,
DEBIT,07/24/2017,"WINGSTOP 0006 SAN ANTONIO TX                 07/21",-13.13,DEBIT_CARD,429.17,,
DEBIT,07/24/2017,"SPRINT *WIRELESS 800-639-6111 KS             07/22",-156.06,DEBIT_CARD,442.30,,
DEBIT,07/21/2017,"SHELL Service Station SAN ANTONIO TX 067372  07/21",-30.39,DEBIT_CARD,598.36,,
DEBIT,07/21/2017,"HEB #102 SAN ANTONIO TX                      07/21",-11.52,DEBIT_CARD,628.75,,
DEBIT,07/21/2017,"PLAYSTATION NETWORK 800-345-7669 CA          07/20",-8.76,DEBIT_CARD,640.27,,
DEBIT,07/21/2017,"UHS PHARMACY-DOWNTOWN SAN ANTONIO TX         07/20",-10.00,DEBIT_CARD,649.03,,
DEBIT,07/21/2017,"LA MARGINAL RESTAURANT SAN ANTONIO TX        07/20",-19.77,DEBIT_CARD,659.03,,
DEBIT,07/21/2017,"MBI-PROBILLER.COM/RK 877-446-0668            07/19",-17.95,DEBIT_CARD,678.80,,
DEBIT,07/21/2017,"TWIN PEAKS PARK NORTH SAN ANTONIO TX         07/19",-30.42,DEBIT_CARD,696.75,,
DEBIT,07/20/2017,"CITY PUBLIC SRV  CPS WEBPMT 003003547826    WEB ID: 9746002071",-158.13,ACH_DEBIT,727.17,,
DEBIT,07/19/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           07/18",-7.96,DEBIT_CARD,885.30,,
DEBIT,07/17/2017,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-10.83,ACH_DEBIT,893.26,,
DEBIT,07/17/2017,"SPEEDY CASH 888-3331360 KS                   07/15",-22.00,DEBIT_CARD,904.09,,
DEBIT,07/17/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        07/16",-20.46,DEBIT_CARD,926.09,,
DEBIT,07/17/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        07/16",-68.55,DEBIT_CARD,946.55,,
DEBIT,07/17/2017,"HEB  #102 SAN ANTONIO TX                     07/16",-62.35,DEBIT_CARD,1015.10,,
DEBIT,07/17/2017,"DIAMOND SHINE SAN ANTONIO TX                 07/16",-5.00,DEBIT_CARD,1077.45,,
DEBIT,07/17/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            07/15",-5.38,DEBIT_CARD,1082.45,,
DEBIT,07/17/2017,"CORNER STORE 0104 LYTLE TX           683452  07/15",-8.09,DEBIT_CARD,1087.83,,
DEBIT,07/17/2017,"OREILLY AUTO #0 SAN ANTONIO TX               07/15",-28.12,DEBIT_CARD,1095.92,,
DEBIT,07/17/2017,"ATM WITHDRAWAL                       009875  07/158014 BAND",-360.00,ATM,1124.04,,
DEBIT,07/17/2017,"LA MICHOACANA SAN ANTO SAN ANTONIO TX        07/15",-16.26,DEBIT_CARD,1484.04,,
DEBIT,07/17/2017,"MCDONALD'S F2881 SAN ANTONIO TX              07/15",-1.08,DEBIT_CARD,1500.30,,
DEBIT,07/17/2017,"MCDONALD'S F2881 SAN ANTONIO TX              07/15",-16.42,DEBIT_CARD,1501.38,,
DEBIT,07/17/2017,"TWC*TIME WARNER CABLE 888-TWCABLE TX         07/17",-83.00,DEBIT_CARD,1517.80,,
DEBIT,07/17/2017,"Chase QuickPay Electronic Transfer 6370445178 to Mama",-500.00,CHASE_TO_PARTNERFI,1600.80,,
DEBIT,07/17/2017,"PAPA JOHN'S 00892 210-308-7272 TX            07/15",-15.13,DEBIT_CARD,2100.80,,
DEBIT,07/17/2017,"CHICK-FIL-A #02632 SAN ANTONIO TX            07/14",-16.44,DEBIT_CARD,2115.93,,
DEBIT,07/14/2017,"TRANSFER TO SAV XXXXX1797 07/14",-50.00,ACCT_XFER,2132.37,,
DEBIT,07/14/2017,"HEB  #102 SAN ANTONIO TX                     07/13",-27.04,DEBIT_CARD,2182.37,,
DEBIT,07/14/2017,"ORDERUP SAN ANTONIO TX                       07/13",-16.67,DEBIT_CARD,2209.41,,
CREDIT,07/14/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2059.42,ACH_CREDIT,2226.08,,
DEBIT,07/13/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        07/12",-11.18,DEBIT_CARD,166.66,,
CREDIT,07/13/2017,"Online Transfer from SAV ...1797 transaction#: 6365437940",100.00,ACCT_XFER,177.84,,
DEBIT,07/12/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            07/10",-3.44,DEBIT_CARD,77.84,,
DEBIT,07/11/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   816513  07/11",-4.99,DEBIT_CARD,81.28,,
DEBIT,07/10/2017,"VONAGE *PRICE+TAXES 866-243-4357 NJ          07/08",-39.97,DEBIT_CARD,86.27,,
DEBIT,07/10/2017,"7-ELEVEN 36635 SAN ANTONIO TX                07/10",-24.93,DEBIT_CARD,126.24,,
DEBIT,07/10/2017,"PLAYSTATION NETWORK 800-345-7669 CA          07/09",-5.00,DEBIT_CARD,151.17,,
DEBIT,07/10/2017,"SUBWAY        00607044 SAN ANTONIO TX        07/09",-7.03,DEBIT_CARD,156.17,,
DEBIT,07/10/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           07/09",-11.57,DEBIT_CARD,163.20,,
DEBIT,07/10/2017,"PLAYSTATION NETWORK 800-345-7669 CA          07/09",-5.00,DEBIT_CARD,174.77,,
DEBIT,07/10/2017,"DIAMOND SHINE SAN ANTONIO TX                 07/09",-5.00,DEBIT_CARD,179.77,,
DEBIT,07/10/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           07/09",-4.85,DEBIT_CARD,184.77,,
DEBIT,07/10/2017,"HEB  #102 SAN ANTONIO TX                     07/09",-5.98,DEBIT_CARD,189.62,,
DEBIT,07/10/2017,"UBER   *US JUL09 DIAM 800-592-8996 CA        07/09",-18.16,DEBIT_CARD,195.60,,
DEBIT,07/10/2017,"The Esquire Tavern San Antonio TX            07/09",-18.00,DEBIT_CARD,213.76,,
DEBIT,07/10/2017,"UBER   *US JUL08 PIYT 800-592-8996 CA        07/09",-18.99,DEBIT_CARD,231.76,,
DEBIT,07/10/2017,"HEB  #102 SAN ANTONIO TX                     07/08",-22.17,DEBIT_CARD,250.75,,
DEBIT,07/10/2017,"TWIN LIQUORS #65 512-222-0700 TX             07/08",-58.41,DEBIT_CARD,272.92,,
DEBIT,07/10/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            07/08",-5.38,DEBIT_CARD,331.33,,
DEBIT,07/10/2017,"MCDONALD'S F2881 SAN ANTONIO TX              07/08",-17.08,DEBIT_CARD,336.71,,
DEBIT,07/10/2017,"CVS/PHARM 10485--919 W SAN ANTONIO TX        07/08",-5.29,DEBIT_CARD,353.79,,
DEBIT,07/10/2017,"HEB  #102 SAN ANTONIO TX                     07/08",-45.19,DEBIT_CARD,359.08,,
DEBIT,07/10/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           07/07",-12.09,DEBIT_CARD,404.27,,
DEBIT,07/10/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            07/06",-5.38,DEBIT_CARD,416.36,,
DEBIT,07/07/2017,"UHS PHARMACY-DOWNTOWN SAN ANTONIO TX         07/06",-5.00,DEBIT_CARD,421.74,,
DEBIT,07/07/2017,"ORDERUP SAN ANTONIO TX                       07/06",-13.37,DEBIT_CARD,426.74,,
DEBIT,07/06/2017,"Spotify USA 646-8375380 NY                   07/06",-16.23,DEBIT_CARD,440.11,,
DEBIT,07/06/2017,"7-ELEVEN 36635 SAN ANTONIO TX                07/06",-32.50,DEBIT_CARD,456.34,,
DEBIT,07/06/2017,"SQ *PACIUGO GELATO AND San Antonio TX        07/06",-4.52,DEBIT_CARD,488.84,,
DEBIT,07/06/2017,"Chase QuickPay Electronic Transfer 6347791481 to Mama",-120.00,CHASE_TO_PARTNERFI,493.36,,
DEBIT,07/06/2017,"HEB  #102 SAN ANTONIO TX                     07/05",-8.45,DEBIT_CARD,613.36,,
DEBIT,07/06/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           07/05",-7.48,DEBIT_CARD,621.81,,
DEBIT,07/05/2017,"Netflix.com netflix.com CA                   07/03",-12.98,DEBIT_CARD,629.29,,
DEBIT,07/05/2017,"SLING.COM 888-393-6312 CO                    07/04",-21.64,DEBIT_CARD,642.27,,
DEBIT,07/05/2017,"Seville/BRE Sevi WEB PMTS   DQ6L72          WEB ID: 9000079613",-1095.59,ACH_DEBIT,663.91,,
DEBIT,07/05/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   661994  07/05",-30.82,DEBIT_CARD,1759.50,,
DEBIT,07/05/2017,"REDBOX *DVD RENTAL 866-733-2693 IL           07/04",-6.50,DEBIT_CARD,1790.32,,
DEBIT,07/05/2017,"HEB  #556 SAN ANTONIO TX                     07/04",-21.34,DEBIT_CARD,1796.82,,
DEBIT,07/05/2017,"SHELL Service Station SAN ANTONIO TX 407165  07/04",-4.39,DEBIT_CARD,1818.16,,
DEBIT,07/05/2017,"HEB  #102 SAN ANTONIO TX                     07/03",-7.15,DEBIT_CARD,1822.55,,
DEBIT,07/05/2017,"SORRENTO RISTORANTE SAN ANTONIO TX           07/03",-14.85,DEBIT_CARD,1829.70,,
CREDIT,07/05/2017,"ATM CASH DEPOSIT 07/05 12503 NW MILITARY HWY SAN ANTONIO TX",60.00,ATM,1844.55,,
DEBIT,07/03/2017,"SPEEDY CASH 888-3331360 KS                   06/30",-22.00,DEBIT_CARD,1784.55,,
DEBIT,07/03/2017,"VISIT PATREON.COM/INF 877-887-7815 CA        07/01",-50.00,DEBIT_CARD,1806.55,,
